home,office,home_lat,home_lon,office_lat,office_lon,day_of_week,time,duration_mins,date,day,direction,travel_time_minutes,start_lat,start_lng,end_lat,end_lng,hour_of_day,Date,OnlyTime
RT Nagar,Malleshwaram,13.0086,77.5917,13.0097,77.569,Thursday,2025-02-06 08:45:00,9.05,,,,,,,,,,2025-02-06,08:45:00
MG Road,Rajajinagar,12.9756,77.605,12.9911,77.556,Thursday,2025-04-10 08:15:00,20.416666666666668,,,,,,,,,,2025-04-10,08:15:00
Indiranagar,Yelahanka,12.9716,77.6412,13.1007,77.5963,Wednesday,2025-03-19 08:00:00,47.63333333333333,,,,,,,,,,2025-03-19,08:00:00
Nagavara,Hebbal,13.0458,77.6245,13.0352,77.5912,Saturday,2025-01-25 08:15:00,18.183333333333334,,,,,,,,,,2025-01-25,08:15:00
Banashankari,Yelahanka,12.9184,77.5736,13.1007,77.5963,Monday,2025-03-10 08:45:00,53.13333333333333,,,,,,,,,,2025-03-10,08:45:00
RT Nagar,HSR Layout,13.0086,77.5917,12.9121,77.6446,Monday,2025-03-24 08:15:00,48.7,,,,,,,,,,2025-03-24,08:15:00
Indiranagar,Koramangala,12.9716,77.6412,12.9352,77.6245,Tuesday,2025-02-18 18:45:00,21.183333333333334,,,,,,,,,,2025-02-18,18:45:00
Vijayanagar,Banashankari,12.9798,77.5441,12.9184,77.5736,Wednesday,2025-02-19 18:15:00,47.71666666666667,,,,,,,,,,2025-02-19,18:15:00
Vijayanagar,Koramangala,12.9798,77.5441,12.9352,77.6245,Sunday,2025-02-09 08:15:00,42.93333333333333,,,,,,,,,,2025-02-09,08:15:00
Indiranagar,MG Road,12.9716,77.6412,12.9756,77.605,Friday,2025-03-28 08:15:00,19.25,,,,,,,,,,2025-03-28,08:15:00
Sarjapur,Basavanagudi,12.8618,77.79,12.9407,77.5848,Thursday,2025-03-13 18:45:00,78.78333333333333,,,,,,,,,,2025-03-13,18:45:00
Marathahalli,Kengeri,12.955,77.7019,12.9141,77.5145,Wednesday,2025-02-12 18:30:00,82.9,,,,,,,,,,2025-02-12,18:30:00
Marathahalli,Jayanagar,12.955,77.7019,12.925,77.5938,Saturday,2025-02-22 18:45:00,36.85,,,,,,,,,,2025-02-22,18:45:00
Malleshwaram,MG Road,13.0097,77.569,12.9756,77.605,Thursday,2025-01-23 18:15:00,29.566666666666663,,,,,,,,,,2025-01-23,18:15:00
RT Nagar,HSR Layout,13.0086,77.5917,12.9121,77.6446,Sunday,2025-03-02 18:45:00,47.7,,,,,,,,,,2025-03-02,18:45:00
Whitefield,Indiranagar,12.9698,77.7499,12.9716,77.6412,Friday,2025-04-11 08:30:00,43.65,,,,,,,,,,2025-04-11,08:30:00
RT Nagar,Electronic City,13.0086,77.5917,12.8452,77.66,Friday,2025-01-24 18:00:00,66.61666666666666,,,,,,,,,,2025-01-24,18:00:00
Marathahalli,Vijayanagar,12.955,77.7019,12.9798,77.5441,Tuesday,2025-02-25 08:15:00,60.3,,,,,,,,,,2025-02-25,08:15:00
MG Road,Indiranagar,12.9756,77.605,12.9716,77.6412,Wednesday,2025-04-02 08:00:00,19.383333333333333,,,,,,,,,,2025-04-02,08:00:00
Sarjapur,Basavanagudi,12.8618,77.79,12.9407,77.5848,Monday,2025-03-17 18:00:00,79.4,,,,,,,,,,2025-03-17,18:00:00
RT Nagar,BTM Layout,13.0086,77.5917,12.9166,77.6101,Friday,2025-03-21 18:45:00,53.31666666666667,,,,,,,,,,2025-03-21,18:45:00
Hebbal,HSR Layout,13.0352,77.5912,12.9121,77.6446,Monday,2025-02-17 08:15:00,56.583333333333336,,,,,,,,,,2025-02-17,08:15:00
Nagavara,Marathahalli,13.0458,77.6245,12.955,77.7019,Wednesday,2025-02-26 18:15:00,53.31666666666667,,,,,,,,,,2025-02-26,18:15:00
Vijayanagar,Hebbal,12.9798,77.5441,13.0352,77.5912,Thursday,2025-01-23 08:00:00,32.0,,,,,,,,,,2025-01-23,08:00:00
Marathahalli,Rajajinagar,12.955,77.7019,12.9911,77.556,Monday,2025-03-24 08:15:00,52.68333333333333,,,,,,,,,,2025-03-24,08:15:00
Kengeri,Jayanagar,12.9141,77.5145,12.925,77.5938,Saturday,2025-04-05 08:15:00,39.06666666666667,,,,,,,,,,2025-04-05,08:15:00
BTM Layout,Marathahalli,12.9166,77.6101,12.955,77.7019,Monday,2025-04-07 08:00:00,38.6,,,,,,,,,,2025-04-07,08:00:00
Banashankari,HSR Layout,12.9184,77.5736,12.9121,77.6446,Saturday,2025-03-01 08:30:00,19.316666666666663,,,,,,,,,,2025-03-01,08:30:00
Basavanagudi,BTM Layout,12.9407,77.5848,12.9166,77.6101,Wednesday,2025-02-12 08:00:00,13.833333333333334,,,,,,,,,,2025-02-12,08:00:00
Basavanagudi,Rajajinagar,12.9407,77.5848,12.9911,77.556,Friday,2025-02-28 18:30:00,35.43333333333333,,,,,,,,,,2025-02-28,18:30:00
Marathahalli,Rajajinagar,12.955,77.7019,12.9911,77.556,Sunday,2025-03-09 08:30:00,44.91666666666666,,,,,,,,,,2025-03-09,08:30:00
Jayanagar,Electronic City,12.925,77.5938,12.8452,77.66,Monday,2025-02-24 18:45:00,31.7,,,,,,,,,,2025-02-24,18:45:00
Sarjapur,Hebbal,12.8618,77.79,13.0352,77.5912,Friday,2025-01-24 08:15:00,84.9,,,,,,,,,,2025-01-24,08:15:00
Jayanagar,Indiranagar,12.925,77.5938,12.9716,77.6412,Tuesday,2025-01-21 08:15:00,38.38333333333333,,,,,,,,,,2025-01-21,08:15:00
MG Road,RT Nagar,12.9756,77.605,13.0086,77.5917,Tuesday,2025-03-25 18:15:00,22.566666666666663,,,,,,,,,,2025-03-25,18:15:00
Banashankari,Kengeri,12.9184,77.5736,12.9141,77.5145,Friday,2025-02-21 18:00:00,39.4,,,,,,,,,,2025-02-21,18:00:00
Basavanagudi,Nagavara,12.9407,77.5848,13.0458,77.6245,Sunday,2025-03-23 08:15:00,42.6,,,,,,,,,,2025-03-23,08:15:00
HSR Layout,Whitefield,12.9121,77.6446,12.9698,77.7499,Thursday,2025-03-20 08:15:00,45.16666666666666,,,,,,,,,,2025-03-20,08:15:00
Malleshwaram,Nagavara,13.0097,77.569,13.0458,77.6245,Monday,2025-01-13 18:00:00,35.06666666666667,,,,,,,,,,2025-01-13,18:00:00
BTM Layout,Nagavara,12.9166,77.6101,13.0458,77.6245,Sunday,2025-03-16 18:30:00,51.083333333333336,,,,,,,,,,2025-03-16,18:30:00
Whitefield,RT Nagar,12.9698,77.7499,13.0086,77.5917,Monday,2025-03-24 18:30:00,75.76666666666667,,,,,,,,,,2025-03-24,18:30:00
Electronic City,Hebbal,12.8452,77.66,13.0352,77.5912,Sunday,2025-02-23 18:45:00,62.95,,,,,,,,,,2025-02-23,18:45:00
Marathahalli,BTM Layout,12.955,77.7019,12.9166,77.6101,Thursday,2025-02-27 08:15:00,47.63333333333333,,,,,,,,,,2025-02-27,08:15:00
HSR Layout,Jayanagar,12.9121,77.6446,12.925,77.5938,Monday,2025-02-10 18:45:00,29.55,,,,,,,,,,2025-02-10,18:45:00
HSR Layout,Sarjapur,12.9121,77.6446,12.8618,77.79,Wednesday,2025-03-05 18:15:00,57.23333333333333,,,,,,,,,,2025-03-05,18:15:00
Sarjapur,Marathahalli,12.8618,77.79,12.955,77.7019,Monday,2025-03-24 18:15:00,60.8,,,,,,,,,,2025-03-24,18:15:00
RT Nagar,Rajajinagar,13.0086,77.5917,12.9911,77.556,Friday,2025-03-07 18:30:00,26.58333333333333,,,,,,,,,,2025-03-07,18:30:00
RT Nagar,Malleshwaram,13.0086,77.5917,13.0097,77.569,Saturday,2025-02-22 18:45:00,10.35,,,,,,,,,,2025-02-22,18:45:00
BTM Layout,RT Nagar,12.9166,77.6101,13.0086,77.5917,Sunday,2025-01-12 18:15:00,53.41666666666666,,,,,,,,,,2025-01-12,18:15:00
Koramangala,Kengeri,12.9352,77.6245,12.9141,77.5145,Friday,2025-02-21 08:45:00,51.35,,,,,,,,,,2025-02-21,08:45:00
MG Road,Rajajinagar,12.9756,77.605,12.9911,77.556,Wednesday,2025-02-19 18:30:00,29.15,,,,,,,,,,2025-02-19,18:30:00
BTM Layout,Yelahanka,12.9166,77.6101,13.1007,77.5963,Thursday,2025-02-13 08:30:00,70.5,,,,,,,,,,2025-02-13,08:30:00
Hebbal,Jayanagar,13.0352,77.5912,12.925,77.5938,Saturday,2025-03-01 18:00:00,48.8,,,,,,,,,,2025-03-01,18:00:00
Yelahanka,Jayanagar,13.1007,77.5963,12.925,77.5938,Sunday,2025-04-06 08:15:00,47.21666666666667,,,,,,,,,,2025-04-06,08:15:00
Whitefield,Marathahalli,12.9698,77.7499,12.955,77.7019,Friday,2025-03-07 18:15:00,30.633333333333333,,,,,,,,,,2025-03-07,18:15:00
Electronic City,Rajajinagar,12.8452,77.66,12.9911,77.556,Saturday,2025-02-01 08:15:00,52.11666666666667,,,,,,,,,,2025-02-01,08:15:00
Jayanagar,Indiranagar,12.925,77.5938,12.9716,77.6412,Saturday,2025-02-22 08:15:00,30.216666666666665,,,,,,,,,,2025-02-22,08:15:00
Basavanagudi,Koramangala,12.9407,77.5848,12.9352,77.6245,Saturday,2025-01-25 08:45:00,21.8,,,,,,,,,,2025-01-25,08:45:00
Jayanagar,HSR Layout,12.925,77.5938,12.9121,77.6446,Friday,2025-03-07 18:00:00,20.966666666666665,,,,,,,,,,2025-03-07,18:00:00
MG Road,BTM Layout,12.9756,77.605,12.9166,77.6101,Thursday,2025-02-27 18:30:00,43.13333333333333,,,,,,,,,,2025-02-27,18:30:00
Koramangala,Kengeri,12.9352,77.6245,12.9141,77.5145,Tuesday,2025-02-18 08:15:00,50.333333333333336,,,,,,,,,,2025-02-18,08:15:00
Marathahalli,Basavanagudi,12.955,77.7019,12.9407,77.5848,Sunday,2025-01-19 08:00:00,35.96666666666667,,,,,,,,,,2025-01-19,08:00:00
MG Road,Basavanagudi,12.9756,77.605,12.9407,77.5848,Tuesday,2025-02-18 08:15:00,20.48333333333333,,,,,,,,,,2025-02-18,08:15:00
Jayanagar,MG Road,12.925,77.5938,12.9756,77.605,Friday,2025-02-21 18:00:00,30.85,,,,,,,,,,2025-02-21,18:00:00
Malleshwaram,Banashankari,13.0097,77.569,12.9184,77.5736,Saturday,2025-03-22 18:15:00,56.68333333333333,,,,,,,,,,2025-03-22,18:15:00
Rajajinagar,Banashankari,12.9911,77.556,12.9184,77.5736,Wednesday,2025-01-29 18:45:00,47.1,,,,,,,,,,2025-01-29,18:45:00
Yelahanka,Kengeri,13.1007,77.5963,12.9141,77.5145,Friday,2025-02-14 08:45:00,62.68333333333333,,,,,,,,,,2025-02-14,08:45:00
Electronic City,Koramangala,12.8452,77.66,12.9352,77.6245,Wednesday,2025-02-12 08:45:00,30.383333333333333,,,,,,,,,,2025-02-12,08:45:00
Nagavara,MG Road,13.0458,77.6245,12.9756,77.605,Tuesday,2025-04-08 18:00:00,53.5,,,,,,,,,,2025-04-08,18:00:00
BTM Layout,Basavanagudi,12.9166,77.6101,12.9407,77.5848,Thursday,2025-01-16 18:45:00,34.28333333333333,,,,,,,,,,2025-01-16,18:45:00
Whitefield,Marathahalli,12.9698,77.7499,12.955,77.7019,Saturday,2025-03-08 18:15:00,27.58333333333333,,,,,,,,,,2025-03-08,18:15:00
Rajajinagar,Jayanagar,12.9911,77.556,12.925,77.5938,Friday,2025-02-14 08:30:00,35.38333333333333,,,,,,,,,,2025-02-14,08:30:00
BTM Layout,Whitefield,12.9166,77.6101,12.9698,77.7499,Monday,2025-01-27 08:15:00,48.2,,,,,,,,,,2025-01-27,08:15:00
Basavanagudi,Indiranagar,12.9407,77.5848,12.9716,77.6412,Thursday,2025-02-20 08:00:00,32.96666666666667,,,,,,,,,,2025-02-20,08:00:00
Banashankari,Nagavara,12.9184,77.5736,13.0458,77.6245,Saturday,2025-03-15 18:45:00,63.25,,,,,,,,,,2025-03-15,18:45:00
Basavanagudi,RT Nagar,12.9407,77.5848,13.0086,77.5917,Friday,2025-04-04 18:30:00,45.96666666666667,,,,,,,,,,2025-04-04,18:30:00
Yelahanka,Koramangala,13.1007,77.5963,12.9352,77.6245,Wednesday,2025-03-26 18:15:00,74.46666666666667,,,,,,,,,,2025-03-26,18:15:00
Hebbal,Koramangala,13.0352,77.5912,12.9352,77.6245,Sunday,2025-03-09 18:00:00,45.68333333333333,,,,,,,,,,2025-03-09,18:00:00
Malleshwaram,Rajajinagar,13.0097,77.569,12.9911,77.556,Friday,2025-04-11 08:45:00,13.466666666666669,,,,,,,,,,2025-04-11,08:45:00
Electronic City,Banashankari,12.8452,77.66,12.9184,77.5736,Sunday,2025-02-16 08:30:00,28.45,,,,,,,,,,2025-02-16,08:30:00
Vijayanagar,Rajajinagar,12.9798,77.5441,12.9911,77.556,Saturday,2025-03-29 08:45:00,10.6,,,,,,,,,,2025-03-29,08:45:00
MG Road,Banashankari,12.9756,77.605,12.9184,77.5736,Sunday,2025-03-23 08:15:00,28.866666666666667,,,,,,,,,,2025-03-23,08:15:00
Nagavara,Vijayanagar,13.0458,77.6245,12.9798,77.5441,Monday,2025-03-31 18:00:00,55.96666666666667,,,,,,,,,,2025-03-31,18:00:00
Nagavara,Electronic City,13.0458,77.6245,12.8452,77.66,Thursday,2025-01-16 18:15:00,88.63333333333334,,,,,,,,,,2025-01-16,18:15:00
Electronic City,Whitefield,12.8452,77.66,12.9698,77.7499,Thursday,2025-02-06 08:15:00,63.95,,,,,,,,,,2025-02-06,08:15:00
Hebbal,HSR Layout,13.0352,77.5912,12.9121,77.6446,Friday,2025-03-14 18:45:00,64.38333333333334,,,,,,,,,,2025-03-14,18:45:00
Sarjapur,Whitefield,12.8618,77.79,12.9698,77.7499,Sunday,2025-02-23 08:00:00,35.516666666666666,,,,,,,,,,2025-02-23,08:00:00
Malleshwaram,Banashankari,13.0097,77.569,12.9184,77.5736,Monday,2025-02-17 18:30:00,56.9,,,,,,,,,,2025-02-17,18:30:00
HSR Layout,MG Road,12.9121,77.6446,12.9756,77.605,Monday,2025-03-03 18:00:00,45.68333333333333,,,,,,,,,,2025-03-03,18:00:00
Rajajinagar,Whitefield,12.9911,77.556,12.9698,77.7499,Friday,2025-03-28 08:00:00,65.8,,,,,,,,,,2025-03-28,08:00:00
BTM Layout,Nagavara,12.9166,77.6101,13.0458,77.6245,Tuesday,2025-04-08 08:30:00,65.18333333333334,,,,,,,,,,2025-04-08,08:30:00
Rajajinagar,Malleshwaram,12.9911,77.556,13.0097,77.569,Monday,2025-02-17 18:15:00,16.733333333333334,,,,,,,,,,2025-02-17,18:15:00
Rajajinagar,RT Nagar,12.9911,77.556,13.0086,77.5917,Saturday,2025-02-08 08:45:00,19.933333333333334,,,,,,,,,,2025-02-08,08:45:00
Hebbal,Electronic City,13.0352,77.5912,12.8452,77.66,Thursday,2025-02-27 08:15:00,62.9,,,,,,,,,,2025-02-27,08:15:00
Hebbal,Kengeri,13.0352,77.5912,12.9141,77.5145,Wednesday,2025-02-26 18:45:00,60.333333333333336,,,,,,,,,,2025-02-26,18:45:00
Jayanagar,Basavanagudi,12.925,77.5938,12.9407,77.5848,Thursday,2025-01-23 18:00:00,12.65,,,,,,,,,,2025-01-23,18:00:00
Hebbal,Jayanagar,13.0352,77.5912,12.925,77.5938,Sunday,2025-01-26 18:30:00,41.95,,,,,,,,,,2025-01-26,18:30:00
Vijayanagar,Hebbal,12.9798,77.5441,13.0352,77.5912,Tuesday,2025-03-18 08:15:00,31.98333333333333,,,,,,,,,,2025-03-18,08:15:00
Indiranagar,Banashankari,12.9716,77.6412,12.9184,77.5736,Saturday,2025-01-18 08:15:00,37.56666666666667,,,,,,,,,,2025-01-18,08:15:00
Sarjapur,Indiranagar,12.8618,77.79,12.9716,77.6412,Thursday,2025-01-30 08:15:00,72.85,,,,,,,,,,2025-01-30,08:15:00
RT Nagar,BTM Layout,13.0086,77.5917,12.9166,77.6101,Tuesday,2025-03-04 18:30:00,53.68333333333333,,,,,,,,,,2025-03-04,18:30:00
Banashankari,Sarjapur,12.9184,77.5736,12.8618,77.79,Friday,2025-03-21 08:30:00,58.016666666666666,,,,,,,,,,2025-03-21,08:30:00
Malleshwaram,Rajajinagar,13.0097,77.569,12.9911,77.556,Tuesday,2025-02-25 08:15:00,13.0,,,,,,,,,,2025-02-25,08:15:00
MG Road,Kengeri,12.9756,77.605,12.9141,77.5145,Tuesday,2025-03-04 08:45:00,37.1,,,,,,,,,,2025-03-04,08:45:00
Marathahalli,Malleshwaram,12.955,77.7019,13.0097,77.569,Thursday,2025-03-27 18:00:00,68.65,,,,,,,,,,2025-03-27,18:00:00
Basavanagudi,Malleshwaram,12.9407,77.5848,13.0097,77.569,Tuesday,2025-03-04 18:45:00,39.36666666666667,,,,,,,,,,2025-03-04,18:45:00
Nagavara,Hebbal,13.0458,77.6245,13.0352,77.5912,Wednesday,2025-01-15 18:00:00,30.316666666666663,,,,,,,,,,2025-01-15,18:00:00
MG Road,Yelahanka,12.9756,77.605,13.1007,77.5963,Monday,2025-02-10 08:15:00,31.78333333333333,,,,,,,,,,2025-02-10,08:15:00
Koramangala,Whitefield,12.9352,77.6245,12.9698,77.7499,Sunday,2025-03-23 18:30:00,43.93333333333333,,,,,,,,,,2025-03-23,18:30:00
Whitefield,Vijayanagar,12.9698,77.7499,12.9798,77.5441,Thursday,2025-02-27 08:00:00,79.95,,,,,,,,,,2025-02-27,08:00:00
Koramangala,Kengeri,12.9352,77.6245,12.9141,77.5145,Saturday,2025-01-25 08:15:00,49.7,,,,,,,,,,2025-01-25,08:15:00
Nagavara,Vijayanagar,13.0458,77.6245,12.9798,77.5441,Tuesday,2025-01-14 08:00:00,43.61666666666667,,,,,,,,,,2025-01-14,08:00:00
Whitefield,Basavanagudi,12.9698,77.7499,12.9407,77.5848,Wednesday,2025-02-05 08:30:00,69.31666666666666,,,,,,,,,,2025-02-05,08:30:00
Koramangala,Marathahalli,12.9352,77.6245,12.955,77.7019,Tuesday,2025-02-11 08:15:00,41.25,,,,,,,,,,2025-02-11,08:15:00
Yelahanka,MG Road,,,,,,2025-04-12 17:01:44,,2025-04-14,Monday,office_to_home,43.3,,,,,,2025-04-12,17:01:44
Banashankari,Bellandur,,,,,,2025-04-12 07:33:09,,2025-04-15,Tuesday,home_to_office,35.2,,,,,,2025-04-12,07:33:09
Bellandur,HSR Layout,,,,,,2025-04-12 07:15:10,,2025-04-16,Wednesday,home_to_office,15.27,,,,,,2025-04-12,07:15:10
Jayanagar,Banashankari,,,,,,2025-04-12 07:00:38,,2025-04-17,Thursday,home_to_office,9.68,,,,,,2025-04-12,07:00:38
Electronic City,Banashankari,,,,,,2025-04-12 09:43:28,,2025-04-18,Friday,home_to_office,34.48,,,,,,2025-04-12,09:43:28
Indiranagar,Jayanagar,,,,,,2025-04-12 17:16:03,,2025-04-21,Monday,office_to_home,37.68,,,,,,2025-04-12,17:16:03
Banashankari,Yelahanka,,,,,,2025-04-12 19:33:19,,2025-04-22,Tuesday,office_to_home,60.07,,,,,,2025-04-12,19:33:19
Bannerghatta Road,Rajajinagar,,,,,,2025-04-12 08:00:58,,2025-04-23,Wednesday,home_to_office,51.28,,,,,,2025-04-12,08:00:58
Indiranagar,Koramangala,,,,,,2025-04-12 07:29:54,,2025-04-24,Thursday,home_to_office,14.25,,,,,,2025-04-12,07:29:54
Marathahalli,Whitefield,,,,,,2025-04-12 17:16:04,,2025-04-25,Friday,office_to_home,28.32,,,,,,2025-04-12,17:16:04
Domlur,Electronic City,,,,,,2025-04-12 18:18:06,,2025-04-28,Monday,office_to_home,42.93,,,,,,2025-04-12,18:18:06
Whitefield,Domlur,,,,,,2025-04-12 09:00:15,,2025-04-29,Tuesday,home_to_office,47.2,,,,,,2025-04-12,09:00:15
Bannerghatta Road,Electronic City,,,,,,2025-04-12 19:00:56,,2025-04-30,Wednesday,office_to_home,31.82,,,,,,2025-04-12,19:00:56
Electronic City,MG Road,,,,,,2025-04-12 08:00:30,,2025-05-01,Thursday,home_to_office,45.98,,,,,,2025-04-12,08:00:30
Banashankari,Jayanagar,,,,,,2025-04-12 18:13:16,,2025-05-02,Friday,office_to_home,12.53,,,,,,2025-04-12,18:13:16
RT Nagar,Electronic City,,,,,,2025-04-12 07:14:27,,2025-05-05,Monday,home_to_office,54.52,,,,,,2025-04-12,07:14:27
MG Road,Rajajinagar,,,,,,2025-04-12 07:46:52,,2025-05-06,Tuesday,home_to_office,20.33,,,,,,2025-04-12,07:46:52
Electronic City,MG Road,,,,,,2025-04-12 08:00:46,,2025-05-07,Wednesday,home_to_office,45.92,,,,,,2025-04-12,08:00:46
Rajajinagar,Kengeri,,,,,,2025-04-12 19:28:59,,2025-05-08,Thursday,office_to_home,39.63,,,,,,2025-04-12,19:28:59
HSR Layout,Whitefield,,,,,,2025-04-12 08:03:49,,2025-05-09,Friday,home_to_office,40.85,,,,,,2025-04-12,08:03:49
Electronic City,Hebbal,,,,,,2025-04-12 18:47:58,,2025-05-12,Monday,office_to_home,74.17,,,,,,2025-04-12,18:47:58
Bellandur,Rajajinagar,,,,,,2025-04-12 17:48:48,,2025-05-13,Tuesday,office_to_home,67.55,,,,,,2025-04-12,17:48:48
Hebbal,Jayanagar,,,,,,2025-04-12 19:27:34,,2025-05-14,Wednesday,office_to_home,53.85,,,,,,2025-04-12,19:27:34
Electronic City,BTM Layout,,,,,,2025-04-12 09:44:25,,2025-05-15,Thursday,home_to_office,40.15,,,,,,2025-04-12,09:44:25
HSR Layout,Rajajinagar,,,,,,2025-04-12 08:13:05,,2025-05-16,Friday,home_to_office,53.22,,,,,,2025-04-12,08:13:05
Jayanagar,RT Nagar,,,,,,2025-04-12 08:42:53,,2025-05-19,Monday,home_to_office,39.97,,,,,,2025-04-12,08:42:53
RT Nagar,Electronic City,,,,,,2025-04-12 19:13:36,,2025-05-20,Tuesday,office_to_home,64.38,,,,,,2025-04-12,19:13:36
Domlur,Koramangala,,,,,,2025-04-12 07:48:17,,2025-05-21,Wednesday,home_to_office,11.98,,,,,,2025-04-12,07:48:17
Rajajinagar,Whitefield,,,,,,2025-04-12 09:33:35,,2025-05-22,Thursday,home_to_office,74.32,,,,,,2025-04-12,09:33:35
Rajajinagar,HSR Layout,,,,,,2025-04-12 17:44:34,,2025-05-23,Friday,office_to_home,68.2,,,,,,2025-04-12,17:44:34
Rajajinagar,Marathahalli,,,,,,2025-04-12 09:47:52,,2025-05-26,Monday,home_to_office,66.47,,,,,,2025-04-12,09:47:52
Basavanagudi,Jayanagar,,,,,,2025-04-12 18:33:21,,2025-05-27,Tuesday,office_to_home,15.82,,,,,,2025-04-12,18:33:21
Kengeri,BTM Layout,,,,,,2025-04-12 19:03:22,,2025-05-28,Wednesday,office_to_home,58.48,,,,,,2025-04-12,19:03:22
Yelahanka,Jayanagar,,,,,,2025-04-12 08:29:30,,2025-05-29,Thursday,home_to_office,59.42,,,,,,2025-04-12,08:29:30
Banashankari,Domlur,,,,,,2025-04-12 19:45:13,,2025-05-30,Friday,office_to_home,40.05,,,,,,2025-04-12,19:45:13
Indiranagar,MG Road,,,,,,2025-04-12 07:15:58,,2025-06-02,Monday,home_to_office,16.38,,,,,,2025-04-12,07:15:58
Marathahalli,Basavanagudi,,,,,,2025-04-12 09:01:07,,2025-06-03,Tuesday,home_to_office,48.37,,,,,,2025-04-12,09:01:07
Domlur,Whitefield,,,,,,2025-04-12 17:29:11,,2025-06-04,Wednesday,office_to_home,54.73,,,,,,2025-04-12,17:29:11
Rajajinagar,RT Nagar,,,,,,2025-04-12 18:12:54,,2025-06-05,Thursday,office_to_home,27.82,,,,,,2025-04-12,18:12:54
Domlur,HSR Layout,,,,,,2025-04-12 18:31:31,,2025-06-06,Friday,office_to_home,29.8,,,,,,2025-04-12,18:31:31
Banashankari,RT Nagar,,,,,,2025-04-12 09:45:24,,2025-06-09,Monday,home_to_office,42.88,,,,,,2025-04-12,09:45:24
Bellandur,Yelahanka,,,,,,2025-04-12 07:13:33,,2025-06-10,Tuesday,home_to_office,56.38,,,,,,2025-04-12,07:13:33
Indiranagar,Marathahalli,,,,,,2025-04-12 18:14:48,,2025-06-11,Wednesday,office_to_home,29.63,,,,,,2025-04-12,18:14:48
HSR Layout,Domlur,,,,,,2025-04-12 17:00:42,,2025-06-12,Thursday,office_to_home,28.07,,,,,,2025-04-12,17:00:42
Koramangala,Bellandur,,,,,,2025-04-12 07:16:08,,2025-06-13,Friday,home_to_office,21.4,,,,,,2025-04-12,07:16:08
Rajajinagar,Bannerghatta Road,,,,,,2025-04-12 17:47:58,,2025-06-16,Monday,office_to_home,57.1,,,,,,2025-04-12,17:47:58
Banashankari,Hebbal,,,,,,2025-04-12 07:03:26,,2025-06-17,Tuesday,home_to_office,42.07,,,,,,2025-04-12,07:03:26
Whitefield,RT Nagar,,,,,,2025-04-12 09:15:05,,2025-06-18,Wednesday,home_to_office,63.75,,,,,,2025-04-12,09:15:05
Whitefield,Electronic City,,,,,,2025-04-12 07:44:49,,2025-06-19,Thursday,home_to_office,59.02,,,,,,2025-04-12,07:44:49
Yelahanka,Rajajinagar,,,,,,2025-04-12 09:00:17,,2025-06-20,Friday,home_to_office,40.52,,,,,,2025-04-12,09:00:17
BTM Layout,Basavanagudi,,,,,,2025-04-12 07:48:03,,2025-06-23,Monday,home_to_office,35.13,,,,,,2025-04-12,07:48:03
Jayanagar,Basavanagudi,,,,,,2025-04-12 19:00:54,,2025-06-24,Tuesday,office_to_home,13.9,,,,,,2025-04-12,19:00:54
Koramangala,MG Road,,,,,,2025-04-12 07:33:57,,2025-06-25,Wednesday,home_to_office,23.33,,,,,,2025-04-12,07:33:57
Bannerghatta Road,Jayanagar,,,,,,2025-04-12 18:15:24,,2025-06-26,Thursday,office_to_home,38.73,,,,,,2025-04-12,18:15:24
RT Nagar,Bannerghatta Road,,,,,,2025-04-12 07:31:24,,2025-06-27,Friday,home_to_office,62.5,,,,,,2025-04-12,07:31:24
Banashankari,Koramangala,,,,,,2025-04-12 07:29:04,,2025-06-30,Monday,home_to_office,27.97,,,,,,2025-04-12,07:29:04
Electronic City,Jayanagar,,,,,,2025-04-12 09:42:34,,2025-07-01,Tuesday,home_to_office,29.6,,,,,,2025-04-12,09:42:34
Koramangala,Whitefield,,,,,,2025-04-12 08:13:58,,2025-07-02,Wednesday,home_to_office,46.02,,,,,,2025-04-12,08:13:58
Rajajinagar,BTM Layout,,,,,,2025-04-12 19:47:11,,2025-07-03,Thursday,office_to_home,58.03,,,,,,2025-04-12,19:47:11
Whitefield,Marathahalli,,,,,,2025-04-12 09:44:48,,2025-07-04,Friday,home_to_office,22.72,,,,,,2025-04-12,09:44:48
Kengeri,Marathahalli,,,,,,2025-04-12 07:01:02,,2025-07-07,Monday,home_to_office,73.65,,,,,,2025-04-12,07:01:02
Kengeri,Whitefield,,,,,,2025-04-12 19:12:40,,2025-07-08,Tuesday,office_to_home,99.25,,,,,,2025-04-12,19:12:40
Rajajinagar,BTM Layout,,,,,,2025-04-12 08:14:17,,2025-07-09,Wednesday,home_to_office,44.78,,,,,,2025-04-12,08:14:17
MG Road,Domlur,,,,,,2025-04-12 07:29:46,,2025-07-10,Thursday,home_to_office,15.23,,,,,,2025-04-12,07:29:46
Banerghatta Circle,Nagavara,12.91,77.5952,13.0458,77.6245,Friday,2025-01-31 12:52:00,63.86666666666667,,,,,,,,,,2025-01-31,12:52:00
HSR Sector 7,Indiranagar,12.906,77.646,12.9716,77.6412,Saturday,2025-04-05 18:40:00,37.6,,,,,,,,,,2025-04-05,18:40:00
Attiguppe,Nagavara,12.9733,77.5333,13.0458,77.6245,Wednesday,2025-02-19 11:46:00,49.15,,,,,,,,,,2025-02-19,11:46:00
