home,office,home_lat,home_lon,office_lat,office_lon,day_of_week,time,duration_mins,date,day,direction,travel_time_minutes,Date,OnlyTime
Electronic City,Nagavara,12.8452,77.66,13.0458,77.6245,Wednesday,2025-04-02 18:15:00,88.73333333333333,,,,,2025-04-02,18:15:00
MG Road,Yelahanka,12.9756,77.605,13.1007,77.5963,Friday,2025-04-11 08:00:00,31.183333333333334,,,,,2025-04-11,08:00:00
Marathahalli,Malleshwaram,12.955,77.7019,13.0097,77.569,Wednesday,2025-01-29 18:00:00,67.11666666666666,,,,,2025-01-29,18:00:00
Marathahalli,Banashankari,12.955,77.7019,12.9184,77.5736,Thursday,2025-03-06 18:00:00,59.9,,,,,2025-03-06,18:00:00
Sarjapur,Jayanagar,12.8618,77.79,12.925,77.5938,Monday,2025-03-10 08:15:00,63.68333333333333,,,,,2025-03-10,08:15:00
Basavanagudi,Yelahanka,12.9407,77.5848,13.1007,77.5963,Friday,2025-02-21 08:30:00,46.31666666666667,,,,,2025-02-21,08:30:00
Koramangala,Hebbal,12.9352,77.6245,13.0352,77.5912,Sunday,2025-02-23 08:00:00,40.55,,,,,2025-02-23,08:00:00
Nagavara,Vijayanagar,13.0458,77.6245,12.9798,77.5441,Sunday,2025-01-26 08:00:00,36.21666666666667,,,,,2025-01-26,08:00:00
Whitefield,Jayanagar,12.9698,77.7499,12.925,77.5938,Sunday,2025-02-23 08:00:00,45.2,,,,,2025-02-23,08:00:00
Marathahalli,BTM Layout,12.955,77.7019,12.9166,77.6101,Monday,2025-03-31 08:15:00,45.88333333333333,,,,,2025-03-31,08:15:00
Malleshwaram,Hebbal,13.0097,77.569,13.0352,77.5912,Wednesday,2025-03-05 18:00:00,21.45,,,,,2025-03-05,18:00:00
Koramangala,BTM Layout,12.9352,77.6245,12.9166,77.6101,Monday,2025-03-31 18:00:00,34.766666666666666,,,,,2025-03-31,18:00:00
Hebbal,Jayanagar,13.0352,77.5912,12.925,77.5938,Monday,2025-03-31 18:00:00,50.65,,,,,2025-03-31,18:00:00
Banashankari,MG Road,12.9184,77.5736,12.9756,77.605,Wednesday,2025-02-26 08:30:00,32.416666666666664,,,,,2025-02-26,08:30:00
Malleshwaram,Rajajinagar,13.0097,77.569,12.9911,77.556,Thursday,2025-02-13 08:15:00,13.183333333333334,,,,,2025-02-13,08:15:00
Hebbal,Kengeri,13.0352,77.5912,12.9141,77.5145,Saturday,2025-03-15 18:30:00,60.68333333333333,,,,,2025-03-15,18:30:00
Malleshwaram,Yelahanka,13.0097,77.569,13.1007,77.5963,Friday,2025-03-14 08:15:00,22.7,,,,,2025-03-14,08:15:00
Basavanagudi,RT Nagar,12.9407,77.5848,13.0086,77.5917,Tuesday,2025-03-18 08:45:00,36.36666666666667,,,,,2025-03-18,08:45:00
BTM Layout,Jayanagar,12.9166,77.6101,12.925,77.5938,Wednesday,2025-01-29 08:45:00,22.466666666666665,,,,,2025-01-29,08:45:00
Banashankari,Jayanagar,12.9184,77.5736,12.925,77.5938,Sunday,2025-03-09 18:45:00,11.116666666666667,,,,,2025-03-09,18:45:00
Whitefield,Jayanagar,12.9698,77.7499,12.925,77.5938,Saturday,2025-01-18 18:15:00,61.8,,,,,2025-01-18,18:15:00
Koramangala,BTM Layout,12.9352,77.6245,12.9166,77.6101,Friday,2025-03-14 18:30:00,35.31666666666667,,,,,2025-03-14,18:30:00
Yelahanka,Banashankari,13.1007,77.5963,12.9184,77.5736,Tuesday,2025-04-01 18:00:00,77.93333333333334,,,,,2025-04-01,18:00:00
Vijayanagar,Koramangala,12.9798,77.5441,12.9352,77.6245,Friday,2025-04-04 18:45:00,61.81666666666667,,,,,2025-04-04,18:45:00
HSR Layout,BTM Layout,12.9121,77.6446,12.9166,77.6101,Monday,2025-03-10 18:00:00,41.55,,,,,2025-03-10,18:00:00
Whitefield,Nagavara,12.9698,77.7499,13.0458,77.6245,Wednesday,2025-04-09 08:30:00,48.66666666666666,,,,,2025-04-09,08:30:00
HSR Layout,Banashankari,12.9121,77.6446,12.9184,77.5736,Saturday,2025-03-29 18:30:00,31.366666666666667,,,,,2025-03-29,18:30:00
Yelahanka,Basavanagudi,13.1007,77.5963,12.9407,77.5848,Monday,2025-03-10 08:00:00,50.41666666666666,,,,,2025-03-10,08:00:00
Electronic City,Marathahalli,12.8452,77.66,12.955,77.7019,Wednesday,2025-03-05 08:30:00,55.98333333333333,,,,,2025-03-05,08:30:00
Rajajinagar,Indiranagar,12.9911,77.556,12.9716,77.6412,Friday,2025-03-28 18:00:00,48.516666666666666,,,,,2025-03-28,18:00:00
Malleshwaram,Jayanagar,13.0097,77.569,12.925,77.5938,Monday,2025-02-24 18:15:00,49.18333333333333,,,,,2025-02-24,18:15:00
RT Nagar,MG Road,13.0086,77.5917,12.9756,77.605,Wednesday,2025-02-05 18:45:00,21.5,,,,,2025-02-05,18:45:00
Marathahalli,Nagavara,12.955,77.7019,13.0458,77.6245,Tuesday,2025-03-11 18:15:00,61.23333333333333,,,,,2025-03-11,18:15:00
MG Road,Basavanagudi,12.9756,77.605,12.9407,77.5848,Tuesday,2025-03-18 18:00:00,26.266666666666666,,,,,2025-03-18,18:00:00
BTM Layout,Koramangala,12.9166,77.6101,12.9352,77.6245,Friday,2025-03-14 18:00:00,21.45,,,,,2025-03-14,18:00:00
Jayanagar,Indiranagar,12.925,77.5938,12.9716,77.6412,Wednesday,2025-04-02 18:45:00,45.15,,,,,2025-04-02,18:45:00
Marathahalli,Electronic City,12.955,77.7019,12.8452,77.66,Friday,2025-03-14 08:45:00,37.75,,,,,2025-03-14,08:45:00
Hebbal,RT Nagar,13.0352,77.5912,13.0086,77.5917,Wednesday,2025-01-22 08:15:00,9.55,,,,,2025-01-22,08:15:00
HSR Layout,Marathahalli,12.9121,77.6446,12.955,77.7019,Thursday,2025-03-27 08:00:00,34.733333333333334,,,,,2025-03-27,08:00:00
HSR Layout,Vijayanagar,12.9121,77.6446,12.9798,77.5441,Thursday,2025-02-27 18:30:00,71.05,,,,,2025-02-27,18:30:00
Yelahanka,BTM Layout,13.1007,77.5963,12.9166,77.6101,Monday,2025-03-03 08:45:00,68.68333333333334,,,,,2025-03-03,08:45:00
MG Road,Jayanagar,12.9756,77.605,12.925,77.5938,Sunday,2025-02-16 18:45:00,25.816666666666663,,,,,2025-02-16,18:45:00
Marathahalli,BTM Layout,12.955,77.7019,12.9166,77.6101,Tuesday,2025-02-18 18:00:00,61.9,,,,,2025-02-18,18:00:00
Whitefield,Electronic City,12.9698,77.7499,12.8452,77.66,Sunday,2025-01-26 18:00:00,54.46666666666667,,,,,2025-01-26,18:00:00
RT Nagar,Sarjapur,13.0086,77.5917,12.8618,77.79,Monday,2025-02-17 08:45:00,87.83333333333333,,,,,2025-02-17,08:45:00
Indiranagar,MG Road,12.9716,77.6412,12.9756,77.605,Wednesday,2025-01-22 08:00:00,18.933333333333334,,,,,2025-01-22,08:00:00
Hebbal,MG Road,13.0352,77.5912,12.9756,77.605,Wednesday,2025-01-29 08:15:00,27.183333333333334,,,,,2025-01-29,08:15:00
Electronic City,Sarjapur,12.8452,77.66,12.8618,77.79,Friday,2025-03-14 08:00:00,44.66666666666666,,,,,2025-03-14,08:00:00
Basavanagudi,Indiranagar,12.9407,77.5848,12.9716,77.6412,Sunday,2025-02-16 08:30:00,27.066666666666663,,,,,2025-02-16,08:30:00
Rajajinagar,Indiranagar,12.9911,77.556,12.9716,77.6412,Tuesday,2025-01-28 18:00:00,47.1,,,,,2025-01-28,18:00:00
Rajajinagar,Whitefield,12.9911,77.556,12.9698,77.7499,Wednesday,2025-03-05 08:45:00,71.0,,,,,2025-03-05,08:45:00
Yelahanka,Hebbal,13.1007,77.5963,13.0352,77.5912,Wednesday,2025-03-26 08:30:00,20.316666666666663,,,,,2025-03-26,08:30:00
Rajajinagar,Whitefield,12.9911,77.556,12.9698,77.7499,Wednesday,2025-03-19 18:45:00,80.23333333333333,,,,,2025-03-19,18:45:00
Marathahalli,Hebbal,12.955,77.7019,13.0352,77.5912,Tuesday,2025-04-08 18:45:00,65.38333333333334,,,,,2025-04-08,18:45:00
Banashankari,Whitefield,12.9184,77.5736,12.9698,77.7499,Thursday,2025-03-06 18:15:00,71.83333333333333,,,,,2025-03-06,18:15:00
Basavanagudi,Kengeri,12.9407,77.5848,12.9141,77.5145,Monday,2025-03-10 18:15:00,44.31666666666667,,,,,2025-03-10,18:15:00
MG Road,Rajajinagar,12.9756,77.605,12.9911,77.556,Tuesday,2025-03-18 18:45:00,28.0,,,,,2025-03-18,18:45:00
Kengeri,Hebbal,12.9141,77.5145,13.0352,77.5912,Friday,2025-04-04 18:00:00,63.516666666666666,,,,,2025-04-04,18:00:00
Hebbal,Koramangala,13.0352,77.5912,12.9352,77.6245,Wednesday,2025-03-26 18:30:00,55.083333333333336,,,,,2025-03-26,18:30:00
Hebbal,Whitefield,13.0352,77.5912,12.9698,77.7499,Sunday,2025-04-06 18:30:00,58.66666666666666,,,,,2025-04-06,18:30:00
Electronic City,Kengeri,12.8452,77.66,12.9141,77.5145,Friday,2025-02-28 08:15:00,44.23333333333333,,,,,2025-02-28,08:15:00
Indiranagar,Kengeri,12.9716,77.6412,12.9141,77.5145,Friday,2025-02-07 18:00:00,72.1,,,,,2025-02-07,18:00:00
Sarjapur,Kengeri,12.8618,77.79,12.9141,77.5145,Sunday,2025-03-09 08:30:00,75.45,,,,,2025-03-09,08:30:00
Electronic City,Vijayanagar,12.8452,77.66,12.9798,77.5441,Tuesday,2025-02-11 18:45:00,57.66666666666666,,,,,2025-02-11,18:45:00
BTM Layout,Koramangala,12.9166,77.6101,12.9352,77.6245,Tuesday,2025-02-11 18:45:00,21.216666666666665,,,,,2025-02-11,18:45:00
Nagavara,Marathahalli,13.0458,77.6245,12.955,77.7019,Sunday,2025-03-09 18:30:00,41.43333333333333,,,,,2025-03-09,18:30:00
Malleshwaram,Basavanagudi,13.0097,77.569,12.9407,77.5848,Saturday,2025-03-22 08:45:00,30.55,,,,,2025-03-22,08:45:00
Vijayanagar,Sarjapur,12.9798,77.5441,12.8618,77.79,Thursday,2025-02-06 08:30:00,89.51666666666667,,,,,2025-02-06,08:30:00
Whitefield,Basavanagudi,12.9698,77.7499,12.9407,77.5848,Saturday,2025-04-05 18:00:00,68.55,,,,,2025-04-05,18:00:00
Banashankari,Jayanagar,12.9184,77.5736,12.925,77.5938,Friday,2025-04-11 08:45:00,11.066666666666666,,,,,2025-04-11,08:45:00
Nagavara,Indiranagar,13.0458,77.6245,12.9716,77.6412,Friday,2025-02-07 18:30:00,46.71666666666667,,,,,2025-02-07,18:30:00
HSR Layout,Electronic City,12.9121,77.6446,12.8452,77.66,Saturday,2025-02-01 08:15:00,21.08333333333333,,,,,2025-02-01,08:15:00
Basavanagudi,RT Nagar,12.9407,77.5848,13.0086,77.5917,Thursday,2025-02-20 18:45:00,42.61666666666667,,,,,2025-02-20,18:45:00
Marathahalli,HSR Layout,12.955,77.7019,12.9121,77.6446,Monday,2025-02-10 08:15:00,20.15,,,,,2025-02-10,08:15:00
Malleshwaram,Electronic City,13.0097,77.569,12.8452,77.66,Tuesday,2025-02-04 08:00:00,58.96666666666667,,,,,2025-02-04,08:00:00
Sarjapur,Nagavara,12.8618,77.79,13.0458,77.6245,Sunday,2025-03-02 18:30:00,75.91666666666667,,,,,2025-03-02,18:30:00
Whitefield,Rajajinagar,12.9698,77.7499,12.9911,77.556,Monday,2025-01-20 08:00:00,72.5,,,,,2025-01-20,08:00:00
MG Road,Banashankari,12.9756,77.605,12.9184,77.5736,Friday,2025-03-28 08:15:00,33.56666666666667,,,,,2025-03-28,08:15:00
Jayanagar,Electronic City,12.925,77.5938,12.8452,77.66,Monday,2025-03-24 18:45:00,31.7,,,,,2025-03-24,18:45:00
MG Road,Electronic City,12.9756,77.605,12.8452,77.66,Friday,2025-03-21 08:15:00,41.2,,,,,2025-03-21,08:15:00
Vijayanagar,Whitefield,12.9798,77.5441,12.9698,77.7499,Saturday,2025-02-15 08:45:00,69.98333333333333,,,,,2025-02-15,08:45:00
Jayanagar,MG Road,12.925,77.5938,12.9756,77.605,Wednesday,2025-01-15 18:30:00,30.58333333333333,,,,,2025-01-15,18:30:00
Indiranagar,Nagavara,12.9716,77.6412,13.0458,77.6245,Friday,2025-02-07 08:30:00,34.06666666666667,,,,,2025-02-07,08:30:00
Koramangala,Sarjapur,12.9352,77.6245,12.8618,77.79,Tuesday,2025-01-21 08:30:00,54.91666666666666,,,,,2025-01-21,08:30:00
Jayanagar,RT Nagar,12.925,77.5938,13.0086,77.5917,Monday,2025-03-03 18:00:00,50.85,,,,,2025-03-03,18:00:00
Yelahanka,MG Road,13.1007,77.5963,12.9756,77.605,Wednesday,2025-01-22 08:15:00,43.2,,,,,2025-01-22,08:15:00
HSR Layout,Indiranagar,12.9121,77.6446,12.9716,77.6412,Saturday,2025-03-22 08:00:00,26.53333333333333,,,,,2025-03-22,08:00:00
Whitefield,Yelahanka,12.9698,77.7499,13.1007,77.5963,Thursday,2025-03-20 18:30:00,80.71666666666667,,,,,2025-03-20,18:30:00
Nagavara,Electronic City,13.0458,77.6245,12.8452,77.66,Thursday,2025-02-13 08:30:00,79.23333333333333,,,,,2025-02-13,08:30:00
MG Road,Yelahanka,12.9756,77.605,13.1007,77.5963,Saturday,2025-02-01 08:30:00,30.466666666666665,,,,,2025-02-01,08:30:00
Vijayanagar,Hebbal,12.9798,77.5441,13.0352,77.5912,Sunday,2025-01-19 18:45:00,31.78333333333333,,,,,2025-01-19,18:45:00
RT Nagar,Nagavara,13.0086,77.5917,13.0458,77.6245,Sunday,2025-04-06 18:30:00,23.416666666666668,,,,,2025-04-06,18:30:00
Rajajinagar,Sarjapur,12.9911,77.556,12.8618,77.79,Thursday,2025-02-27 08:15:00,91.01666666666668,,,,,2025-02-27,08:15:00
Basavanagudi,MG Road,12.9407,77.5848,12.9756,77.605,Tuesday,2025-02-11 18:45:00,22.95,,,,,2025-02-11,18:45:00
Hebbal,Vijayanagar,13.0352,77.5912,12.9798,77.5441,Friday,2025-03-14 18:15:00,34.36666666666667,,,,,2025-03-14,18:15:00
Banashankari,Malleshwaram,12.9184,77.5736,13.0097,77.569,Saturday,2025-02-22 08:45:00,41.95,,,,,2025-02-22,08:45:00
Whitefield,Indiranagar,12.9698,77.7499,12.9716,77.6412,Thursday,2025-03-20 08:45:00,46.583333333333336,,,,,2025-03-20,08:45:00
Nagavara,Whitefield,13.0458,77.6245,12.9698,77.7499,Sunday,2025-01-26 18:30:00,49.73333333333333,,,,,2025-01-26,18:30:00
Sarjapur,Yelahanka,12.8618,77.79,13.1007,77.5963,Thursday,2025-04-03 08:15:00,93.8,,,,,2025-04-03,08:15:00
Malleshwaram,Indiranagar,13.0097,77.569,12.9716,77.6412,Saturday,2025-02-15 18:30:00,41.7,,,,,2025-02-15,18:30:00
Jayanagar,Koramangala,12.925,77.5938,12.9352,77.6245,Monday,2025-01-20 08:15:00,21.7,,,,,2025-01-20,08:15:00
Electronic City,Yelahanka,12.8452,77.66,13.1007,77.5963,Tuesday,2025-03-25 18:45:00,84.71666666666667,,,,,2025-03-25,18:45:00
Jayanagar,Indiranagar,12.925,77.5938,12.9716,77.6412,Friday,2025-01-17 08:00:00,34.85,,,,,2025-01-17,08:00:00
Rajajinagar,Sarjapur,12.9911,77.556,12.8618,77.79,Thursday,2025-02-06 08:00:00,89.75,,,,,2025-02-06,08:00:00
Kengeri,Basavanagudi,12.9141,77.5145,12.9407,77.5848,Wednesday,2025-03-05 08:45:00,42.05,,,,,2025-03-05,08:45:00
Nagavara,Basavanagudi,13.0458,77.6245,12.9407,77.5848,Thursday,2025-02-06 08:45:00,55.333333333333336,,,,,2025-02-06,08:45:00
Nagavara,Electronic City,13.0458,77.6245,12.8452,77.66,Sunday,2025-01-19 08:30:00,59.63333333333333,,,,,2025-01-19,08:30:00
Hebbal,HSR Layout,13.0352,77.5912,12.9121,77.6446,Tuesday,2025-02-25 08:00:00,55.016666666666666,,,,,2025-02-25,08:00:00
RT Nagar,Marathahalli,13.0086,77.5917,12.955,77.7019,Monday,2025-03-31 18:15:00,64.01666666666667,,,,,2025-03-31,18:15:00
Rajajinagar,Koramangala,12.9911,77.556,12.9352,77.6245,Tuesday,2025-01-28 18:15:00,56.61666666666667,,,,,2025-01-28,18:15:00
Yelahanka,Marathahalli,13.1007,77.5963,12.955,77.7019,Friday,2025-01-31 08:30:00,61.66666666666666,,,,,2025-01-31,08:30:00
Koramangala,Banashankari,12.9352,77.6245,12.9184,77.5736,Tuesday,2025-02-25 18:15:00,34.266666666666666,,,,,2025-02-25,18:15:00
Malleshwaram,Rajajinagar,13.0097,77.569,12.9911,77.556,Tuesday,2025-02-18 08:15:00,13.0,,,,,2025-02-18,08:15:00
Basavanagudi,Sarjapur,12.9407,77.5848,12.8618,77.79,Friday,2025-02-14 08:30:00,61.11666666666667,,,,,2025-02-14,08:30:00
Koramangala,Banashankari,12.9352,77.6245,12.9184,77.5736,Tuesday,2025-02-25 08:15:00,26.73333333333333,,,,,2025-02-25,08:15:00
Whitefield,Rajajinagar,12.9698,77.7499,12.9911,77.556,Thursday,2025-04-10 08:45:00,77.11666666666666,,,,,2025-04-10,08:45:00
Kengeri,Sarjapur,12.9141,77.5145,12.8618,77.79,Tuesday,2025-02-04 18:45:00,79.01666666666667,,,,,2025-02-04,18:45:00
BTM Layout,Banashankari,12.9166,77.6101,12.9184,77.5736,Monday,2025-03-24 08:30:00,30.816666666666663,,,,,2025-03-24,08:30:00
MG Road,Electronic City,12.9756,77.605,12.8452,77.66,Saturday,2025-02-01 18:00:00,49.3,,,,,2025-02-01,18:00:00
Indiranagar,Koramangala,12.9716,77.6412,12.9352,77.6245,Friday,2025-01-24 08:15:00,14.3,,,,,2025-01-24,08:15:00
Hebbal,Rajajinagar,13.0352,77.5912,12.9911,77.556,Sunday,2025-03-02 08:30:00,21.8,,,,,2025-03-02,08:30:00
Kengeri,Vijayanagar,12.9141,77.5145,12.9798,77.5441,Monday,2025-03-03 18:00:00,36.083333333333336,,,,,2025-03-03,18:00:00
Koramangala,Banashankari,12.9352,77.6245,12.9184,77.5736,Friday,2025-01-17 18:15:00,34.766666666666666,,,,,2025-01-17,18:15:00
Electronic City,Nagavara,12.8452,77.66,13.0458,77.6245,Friday,2025-01-24 08:45:00,68.36666666666666,,,,,2025-01-24,08:45:00
Whitefield,HSR Layout,12.9698,77.7499,12.9121,77.6446,Monday,2025-04-07 18:30:00,47.81666666666667,,,,,2025-04-07,18:30:00
Nagavara,Electronic City,13.0458,77.6245,12.8452,77.66,Saturday,2025-02-08 18:30:00,71.75,,,,,2025-02-08,18:30:00
BTM Layout,Kengeri,12.9166,77.6101,12.9141,77.5145,Monday,2025-01-13 18:30:00,66.0,,,,,2025-01-13,18:30:00
MG Road,Marathahalli,12.9756,77.605,12.955,77.7019,Sunday,2025-03-23 08:00:00,33.9,,,,,2025-03-23,08:00:00
BTM Layout,Indiranagar,12.9166,77.6101,12.9716,77.6412,Monday,2025-03-17 08:15:00,36.86666666666667,,,,,2025-03-17,08:15:00
Indiranagar,Whitefield,12.9716,77.6412,12.9698,77.7499,Tuesday,2025-03-11 08:00:00,37.91666666666666,,,,,2025-03-11,08:00:00
BTM Layout,Electronic City,12.9166,77.6101,12.8452,77.66,Tuesday,2025-03-18 08:30:00,17.483333333333334,,,,,2025-03-18,08:30:00
RT Nagar,Koramangala,13.0086,77.5917,12.9352,77.6245,Friday,2025-04-11 08:15:00,38.0,,,,,2025-04-11,08:15:00
Marathahalli,Sarjapur,12.955,77.7019,12.8618,77.79,Wednesday,2025-02-19 18:15:00,46.95,,,,,2025-02-19,18:15:00
Kengeri,BTM Layout,12.9141,77.5145,12.9166,77.6101,Saturday,2025-03-22 18:30:00,48.56666666666667,,,,,2025-03-22,18:30:00
Malleshwaram,Rajajinagar,13.0097,77.569,12.9911,77.556,Monday,2025-03-10 18:30:00,15.85,,,,,2025-03-10,18:30:00
Koramangala,Yelahanka,12.9352,77.6245,13.1007,77.5963,Sunday,2025-01-19 08:15:00,45.81666666666667,,,,,2025-01-19,08:15:00
Yelahanka,Malleshwaram,13.1007,77.5963,13.0097,77.569,Monday,2025-01-27 08:45:00,28.8,,,,,2025-01-27,08:45:00
Electronic City,Banashankari,12.8452,77.66,12.9184,77.5736,Saturday,2025-02-08 18:45:00,34.81666666666667,,,,,2025-02-08,18:45:00
Marathahalli,RT Nagar,12.955,77.7019,13.0086,77.5917,Thursday,2025-03-20 08:45:00,49.91666666666666,,,,,2025-03-20,08:45:00
Koramangala,Electronic City,12.9352,77.6245,12.8452,77.66,Sunday,2025-01-12 08:30:00,21.35,,,,,2025-01-12,08:30:00
Nagavara,Yelahanka,13.0458,77.6245,13.1007,77.5963,Thursday,2025-04-03 18:00:00,32.45,,,,,2025-04-03,18:00:00
Nagavara,Vijayanagar,13.0458,77.6245,12.9798,77.5441,Wednesday,2025-02-19 18:15:00,59.21666666666667,,,,,2025-02-19,18:15:00
Yelahanka,Basavanagudi,13.1007,77.5963,12.9407,77.5848,Wednesday,2025-03-12 08:45:00,53.21666666666667,,,,,2025-03-12,08:45:00
Malleshwaram,Nagavara,13.0097,77.569,13.0458,77.6245,Friday,2025-02-28 18:30:00,33.85,,,,,2025-02-28,18:30:00
Nagavara,Electronic City,13.0458,77.6245,12.8452,77.66,Wednesday,2025-03-05 08:00:00,75.83333333333333,,,,,2025-03-05,08:00:00
Basavanagudi,Rajajinagar,12.9407,77.5848,12.9911,77.556,Thursday,2025-01-16 18:00:00,36.083333333333336,,,,,2025-01-16,18:00:00
Yelahanka,Malleshwaram,13.1007,77.5963,13.0097,77.569,Sunday,2025-03-30 18:15:00,27.316666666666663,,,,,2025-03-30,18:15:00
Malleshwaram,Marathahalli,13.0097,77.569,12.955,77.7019,Wednesday,2025-03-19 18:45:00,70.6,,,,,2025-03-19,18:45:00
Vijayanagar,Indiranagar,12.9798,77.5441,12.9716,77.6412,Thursday,2025-03-06 18:45:00,53.36666666666667,,,,,2025-03-06,18:45:00
Malleshwaram,HSR Layout,13.0097,77.569,12.9121,77.6446,Sunday,2025-03-16 18:45:00,53.016666666666666,,,,,2025-03-16,18:45:00
Malleshwaram,Basavanagudi,13.0097,77.569,12.9407,77.5848,Wednesday,2025-02-12 18:45:00,39.63333333333333,,,,,2025-02-12,18:45:00
RT Nagar,Malleshwaram,13.0086,77.5917,13.0097,77.569,Tuesday,2025-03-11 08:30:00,8.8,,,,,2025-03-11,08:30:00
Basavanagudi,Koramangala,12.9407,77.5848,12.9352,77.6245,Thursday,2025-04-10 08:45:00,26.05,,,,,2025-04-10,08:45:00
Kengeri,Rajajinagar,12.9141,77.5145,12.9911,77.556,Friday,2025-04-04 08:45:00,37.25,,,,,2025-04-04,08:45:00
Kengeri,Basavanagudi,12.9141,77.5145,12.9407,77.5848,Sunday,2025-03-23 08:00:00,37.23333333333333,,,,,2025-03-23,08:00:00
Nagavara,Kengeri,13.0458,77.6245,12.9141,77.5145,Saturday,2025-03-22 08:15:00,60.11666666666667,,,,,2025-03-22,08:15:00
Vijayanagar,Nagavara,12.9798,77.5441,13.0458,77.6245,Sunday,2025-02-16 18:30:00,40.91666666666666,,,,,2025-02-16,18:30:00
Jayanagar,Banashankari,12.925,77.5938,12.9184,77.5736,Friday,2025-02-21 08:45:00,11.7,,,,,2025-02-21,08:45:00
Sarjapur,BTM Layout,12.8618,77.79,12.9166,77.6101,Monday,2025-04-07 18:30:00,80.93333333333334,,,,,2025-04-07,18:30:00
Kengeri,Nagavara,12.9141,77.5145,13.0458,77.6245,Wednesday,2025-03-05 18:15:00,69.63333333333334,,,,,2025-03-05,18:15:00
Koramangala,Vijayanagar,12.9352,77.6245,12.9798,77.5441,Tuesday,2025-01-21 08:45:00,48.1,,,,,2025-01-21,08:45:00
Whitefield,Marathahalli,12.9698,77.7499,12.955,77.7019,Sunday,2025-03-16 08:00:00,17.0,,,,,2025-03-16,08:00:00
Whitefield,Sarjapur,12.9698,77.7499,12.8618,77.79,Saturday,2025-03-08 08:00:00,36.5,,,,,2025-03-08,08:00:00
Malleshwaram,Yelahanka,13.0097,77.569,13.1007,77.5963,Wednesday,2025-04-02 08:00:00,22.48333333333333,,,,,2025-04-02,08:00:00
Yelahanka,Whitefield,13.1007,77.5963,12.9698,77.7499,Friday,2025-02-14 08:15:00,66.58333333333333,,,,,2025-02-14,08:15:00
Kengeri,Sarjapur,12.9141,77.5145,12.8618,77.79,Tuesday,2025-02-25 08:00:00,74.46666666666667,,,,,2025-02-25,08:00:00
Sarjapur,Nagavara,12.8618,77.79,13.0458,77.6245,Sunday,2025-02-09 08:15:00,68.4,,,,,2025-02-09,08:15:00
Yelahanka,Sarjapur,13.1007,77.5963,12.8618,77.79,Saturday,2025-03-22 18:15:00,100.6,,,,,2025-03-22,18:15:00
Hebbal,Indiranagar,13.0352,77.5912,12.9716,77.6412,Monday,2025-03-03 08:00:00,34.166666666666664,,,,,2025-03-03,08:00:00
Whitefield,Kengeri,12.9698,77.7499,12.9141,77.5145,Sunday,2025-02-09 18:30:00,81.73333333333333,,,,,2025-02-09,18:30:00
Vijayanagar,HSR Layout,12.9798,77.5441,12.9121,77.6446,Tuesday,2025-02-18 18:45:00,59.96666666666667,,,,,2025-02-18,18:45:00
Banashankari,Malleshwaram,12.9184,77.5736,13.0097,77.569,Saturday,2025-03-29 18:15:00,51.78333333333333,,,,,2025-03-29,18:15:00
Jayanagar,Sarjapur,12.925,77.5938,12.8618,77.79,Friday,2025-03-14 18:30:00,66.91666666666667,,,,,2025-03-14,18:30:00
HSR Layout,Yelahanka,12.9121,77.6446,13.1007,77.5963,Thursday,2025-04-10 08:30:00,67.5,,,,,2025-04-10,08:30:00
HSR Layout,RT Nagar,12.9121,77.6446,13.0086,77.5917,Saturday,2025-03-15 18:15:00,60.61666666666667,,,,,2025-03-15,18:15:00
Banashankari,Kengeri,12.9184,77.5736,12.9141,77.5145,Thursday,2025-03-20 08:15:00,33.85,,,,,2025-03-20,08:15:00
Sarjapur,Malleshwaram,12.8618,77.79,13.0097,77.569,Wednesday,2025-04-09 08:00:00,95.75,,,,,2025-04-09,08:00:00
Banashankari,Hebbal,12.9184,77.5736,13.0352,77.5912,Thursday,2025-02-06 08:45:00,48.1,,,,,2025-02-06,08:45:00
Basavanagudi,Hebbal,12.9407,77.5848,13.0352,77.5912,Wednesday,2025-01-22 18:15:00,54.25,,,,,2025-01-22,18:15:00
Banashankari,Nagavara,12.9184,77.5736,13.0458,77.6245,Monday,2025-02-17 18:00:00,74.0,,,,,2025-02-17,18:00:00
Yelahanka,Malleshwaram,13.1007,77.5963,13.0097,77.569,Tuesday,2025-03-18 18:45:00,31.616666666666667,,,,,2025-03-18,18:45:00
Koramangala,HSR Layout,12.9352,77.6245,12.9121,77.6446,Monday,2025-02-10 08:30:00,14.4,,,,,2025-02-10,08:30:00
Jayanagar,Vijayanagar,12.925,77.5938,12.9798,77.5441,Wednesday,2025-02-26 08:45:00,42.46666666666667,,,,,2025-02-26,08:45:00
Malleshwaram,Koramangala,13.0097,77.569,12.9352,77.6245,Saturday,2025-01-25 08:15:00,36.16666666666666,,,,,2025-01-25,08:15:00
Banashankari,Indiranagar,12.9184,77.5736,12.9716,77.6412,Thursday,2025-02-27 08:00:00,44.583333333333336,,,,,2025-02-27,08:00:00
Sarjapur,HSR Layout,12.8618,77.79,12.9121,77.6446,Tuesday,2025-03-04 18:00:00,56.61666666666667,,,,,2025-03-04,18:00:00
MG Road,RT Nagar,12.9756,77.605,13.0086,77.5917,Monday,2025-03-17 18:30:00,22.883333333333333,,,,,2025-03-17,18:30:00
